Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Furniture,53.96,297.9,5,False,Road,2508,Wood Crate,120.16,373.567,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,6.5,29.34,45.84,13.44,0.7680628104698339,D,1.489488
Furniture,19.62,5.93,10,False,Road,1766,Mushroom Pkg (Mycelium),9.85,17.324,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.98,88.04,17.38,2.79,6.078710812502255,A,0.02964
Furniture,14.32,6.22,9,False,Road,244,Mushroom Pkg (Mycelium),7.53,1.747,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,74.26,75.55,9.31,3.08,9.737915173156264,A,0.03111
Electronics,0.34,0.02,8,True,Air,2962,Mushroom Pkg (Mycelium),1.74,2.518,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,70.47,6.28,10.69,4.15,0.7049578386381817,D,9e-05
Home Decor,1.45,1.05,9,False,Road,309,Mushroom Pkg (Mycelium),2.38,0.224,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,94.41,23.74,2.02,3.08,14.102963315364692,A,0.005265
Furniture,60.22,281.49,8,False,Road,1299,Wood Crate,114.2,182.828,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,16.95,47.08,40.72,8.92,1.387426292057311,C,1.407456
Home Decor,2.14,1.39,10,False,Air,1092,Mushroom Pkg (Mycelium),2.86,5.842,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,53.84,32.65,16.7,2.79,2.34610764394565,B,0.006944
Electronics,24.55,8.12,9,True,Road,1610,Mushroom Pkg (Mycelium),11.62,19.763,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,49.74,84.01,18.19,3.72,5.542165720606612,A,0.0406
Furniture,13.21,32.97,4,False,Road,2677,Wood Crate,13.99,44.13,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,39.25,22.15,29.78,16.15,0.892545302466578,C,0.164864
Clothing,1.51,3.72,4,True,Air,2009,Kraft Paper Mailer,2.29,18.684,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,28.33,13.07,38.45,31.48,0.4079063613028255,D,0.018576
Beauty,0.32,0.03,8,True,Road,504,Mushroom Pkg (Mycelium),1.73,0.081,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.6,5.91,0.51,4.15,13.905855086558653,A,0.000144
Furniture,67.48,258.17,6,False,Road,2437,Wood Crate,104.47,314.58,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,8.9,35.23,44.66,11.5,0.9466188771469128,C,1.290856
Electronics,1.96,0.21,8,True,Air,1275,Mushroom Pkg (Mycelium),2.38,6.248,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.64,28.66,17.14,4.15,2.006534305336388,B,0.001026
Electronics,23.23,7.64,10,True,Road,447,Mushroom Pkg (Mycelium),11.29,5.192,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,63.74,90.97,13.12,3.37,8.320426195089466,A,0.038184
Furniture,19.11,5.06,9,False,Road,1405,Mushroom Pkg (Mycelium),9.44,13.425,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,55.16,80.47,16.22,3.08,5.953390508422287,A,0.025296
Clothing,1.2,1.38,5,False,Air,1335,Kraft Paper Mailer,1.55,4.606,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,55.15,8.74,24.06,26.22,0.4359102063212715,D,0.006912
Furniture,12.51,33.69,6,False,Road,936,Wood Crate,14.68,15.767,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,53.07,32.67,23.01,11.5,1.7037808907526772,B,0.168448
Clothing,0.17,0.19,2,False,Air,1229,Kraft Paper Mailer,0.48,0.584,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.29,0.99,6.82,52.56,0.1741935228455245,E,0.00096
Clothing,0.28,0.08,1,False,Road,573,Kraft Paper Mailer,0.31,0.08,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,95.71,1.23,2.3,78.9,0.6417388514178908,D,0.000418
Clothing,1.01,1.46,4,False,Air,1845,Corrugated Cardboard,1.38,6.734,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,49.38,5.38,26.02,3.99,0.248116823669607,E,0.007296
Clothing,0.93,1.13,5,False,Road,600,Kraft Paper Mailer,1.45,0.339,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.55,7.56,6.68,26.22,1.3580836290293965,C,0.005643
Clothing,0.16,0.19,2,False,Air,2850,Kraft Paper Mailer,0.48,1.354,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.79,0.99,11.38,52.56,0.1043936639372878,E,0.00096
Electronics,0.12,0.0,6,True,Road,167,Honeycomb Paper,1.25,0.01,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,99.15,0.88,0.4,15.9,2.6399934000165,B,0.0
Clothing,0.85,1.19,4,False,Air,1118,Kraft Paper Mailer,1.28,3.326,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,61.64,7.19,20.58,31.48,0.4192419621359591,D,0.00594
Clothing,1.13,1.15,5,False,Air,1155,Kraft Paper Mailer,1.46,3.321,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,60.39,7.65,21.25,26.22,0.4319999796705892,D,0.005742
Clothing,0.82,1.27,5,False,Road,233,Kraft Paper Mailer,1.51,0.148,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,89.8,8.21,5.47,26.22,1.8010965628708295,B,0.006336
Beauty,0.94,0.24,3,True,Air,2318,PLA Bioplastic,0.98,5.447,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,50.74,13.34,28.04,49.94,0.5708986957596756,D,0.001176
Furniture,18.16,5.7,9,False,Road,2044,Mushroom Pkg (Mycelium),9.06,18.56,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.29,79.67,17.63,3.08,5.422801734384474,A,0.0285
Electronics,23.13,8.5,9,True,Road,1731,Mushroom Pkg (Mycelium),11.05,20.019,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,49.74,83.23,18.19,3.72,5.490708879015455,A,0.0425
Electronics,17.3,8.54,10,True,Road,1061,Mushroom Pkg (Mycelium),8.92,9.178,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.83,85.71,14.54,3.37,7.07372716136677,A,0.0427
Clothing,0.81,1.32,5,False,Road,644,Kraft Paper Mailer,1.53,0.425,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.81,8.44,6.54,26.22,1.5486236164184068,B,0.0066
Furniture,10.58,39.51,6,False,Road,1673,Wood Crate,17.0,33.05,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,43.62,33.09,27.64,11.5,1.4366135514973393,C,0.197568
Furniture,11.72,42.59,4,False,Road,477,Wood Crate,17.84,10.158,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,58.39,22.45,20.4,16.15,1.3205881705594034,C,0.21294
Electronics,0.2,0.0,5,True,Air,1321,Honeycomb Paper,1.08,0.66,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,86.61,1.83,6.31,18.57,0.3480189622790868,E,0.0
Electronics,1.85,0.22,8,True,Road,675,Mushroom Pkg (Mycelium),2.34,0.624,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,90.05,27.49,3.6,4.15,9.16333078796367,A,0.00108
Electronics,0.36,0.02,7,True,Air,1795,Honeycomb Paper,1.54,1.615,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,75.57,3.76,11.51,13.9,0.392006916419903,D,0.000112
Home Decor,1.13,1.25,10,False,Air,2666,Mushroom Pkg (Mycelium),2.5,8.331,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.28,21.59,19.08,2.79,1.357861564053377,C,0.006272
Home Decor,2.64,1.09,10,False,Air,950,Mushroom Pkg (Mycelium),3.06,6.27,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.2,37.75,17.3,2.79,2.618496958468384,B,0.00546
Clothing,0.82,1.19,5,False,Air,1611,Kraft Paper Mailer,1.48,4.793,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,55.86,7.82,23.68,26.22,0.3962837670488274,D,0.00594
Electronics,0.38,0.0,6,True,Air,1943,Honeycomb Paper,1.35,1.846,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,73.64,3.9,12.42,15.9,0.3768115638638031,D,0.0
Electronics,2.46,0.23,8,True,Road,769,Mushroom Pkg (Mycelium),2.58,0.946,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,86.91,33.29,4.74,4.15,8.427846323239171,A,0.00116
Home Decor,2.31,1.13,10,False,Air,1092,Mushroom Pkg (Mycelium),2.92,6.306,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.27,34.56,17.27,2.79,2.4013895540596666,B,0.00567
Clothing,1.17,1.34,5,False,Air,1471,Kraft Paper Mailer,1.54,4.928,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,54.16,8.52,24.59,26.22,0.4157787549500302,D,0.006699
Home Decor,2.48,1.4,9,False,Air,877,Mushroom Pkg (Mycelium),2.79,5.437,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.99,34.95,16.29,3.08,2.5745854773121253,B,0.006975
Furniture,60.58,268.92,8,False,Road,1337,Wood Crate,109.17,179.773,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,17.18,47.05,40.6,8.92,1.3906403598364443,C,1.3446
Beauty,0.95,0.19,3,True,Road,340,PLA Bioplastic,0.98,0.162,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,83.47,13.49,9.41,49.94,1.720297372975837,B,0.000931
Clothing,0.99,1.44,5,False,Air,886,Kraft Paper Mailer,1.58,3.19,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,61.6,8.96,20.6,26.22,0.5219417222358387,D,0.0072
Clothing,0.86,1.15,5,False,Road,467,Kraft Paper Mailer,1.46,0.269,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,88.56,7.65,6.14,26.22,1.495113763010788,B,0.005742
Clothing,1.0,1.26,3,False,Air,2281,Kraft Paper Mailer,1.1,7.185,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,48.1,6.59,27.84,39.39,0.284051713934924,E,0.0063
Electronics,2.09,0.11,8,True,Road,460,Mushroom Pkg (Mycelium),2.44,0.481,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,90.88,29.84,3.3,4.15,10.850905802755817,A,0.00054
Electronics,0.31,0.02,6,True,Air,1410,Honeycomb Paper,1.32,1.093,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,80.67,3.14,9.11,15.9,0.4136113706244379,D,0.000105
Clothing,1.11,3.95,2,True,Air,943,Kraft Paper Mailer,1.98,9.312,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,42.94,7.76,30.61,52.56,0.3042142991109343,E,0.01976
Home Decor,2.3,1.13,9,False,Air,2436,Mushroom Pkg (Mycelium),2.72,14.007,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,35.9,33.22,23.19,3.08,1.7190167434662895,B,0.00567
Beauty,0.68,0.2,5,True,Air,2743,PLA Bioplastic,1.27,4.663,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,54.74,12.36,25.76,33.25,0.5757763751639604,D,0.001008
Beauty,0.31,0.03,8,True,Road,676,Mushroom Pkg (Mycelium),1.72,0.105,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.3,5.74,0.62,4.15,11.109659500549192,A,0.00016
Electronics,0.12,0.0,5,True,Air,1976,Honeycomb Paper,1.05,0.593,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,88.33,0.87,5.5,18.57,0.1898181473057913,E,0.0
Furniture,12.77,30.13,4,False,Road,2664,Wood Crate,12.85,40.133,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,40.64,22.03,29.1,16.15,0.9084535770290868,C,0.15066
Clothing,1.13,1.4,3,False,Road,359,Kraft Paper Mailer,1.16,0.251,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.77,6.98,7.1,39.39,1.1797181437016695,C,0.00702
Clothing,0.96,1.15,3,False,Air,888,Kraft Paper Mailer,1.06,2.553,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,64.85,6.2,18.86,39.39,0.3944856630707495,D,0.005742
Clothing,1.39,4.21,2,True,Air,806,Kraft Paper Mailer,2.08,8.483,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,44.09,7.88,29.99,52.56,0.3153050911868926,E,0.02106
Beauty,0.21,0.04,8,True,Air,1511,Mushroom Pkg (Mycelium),1.68,0.793,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,86.34,3.77,4.94,4.15,0.9157892883017634,C,0.0002
Clothing,1.57,3.32,2,True,Air,1816,Kraft Paper Mailer,1.73,15.073,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,32.66,7.44,36.13,52.56,0.2471076599195223,E,0.016605
Furniture,54.47,229.1,6,False,Road,2129,Wood Crate,92.84,243.877,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,12.87,35.18,42.72,11.5,0.9882022240589368,C,1.14552
Beauty,0.29,0.04,10,True,Air,1703,Mushroom Pkg (Mycelium),2.12,1.235,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,81.07,5.41,6.85,3.37,0.947737087921593,C,0.0002
Electronics,24.41,9.35,10,True,Road,1956,Mushroom Pkg (Mycelium),11.76,23.873,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.37,91.77,19.04,3.37,5.783823225639536,A,0.04674
Clothing,1.02,3.53,2,True,Air,1519,Kraft Paper Mailer,1.81,13.405,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,35.85,7.57,34.42,52.56,0.2639163200489158,E,0.017649
Clothing,0.27,0.1,2,False,Air,1337,Kraft Paper Mailer,0.51,0.902,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,82.21,1.56,9.54,52.56,0.1962263945255352,E,0.0005
Beauty,0.42,0.03,10,True,Air,1300,Mushroom Pkg (Mycelium),2.17,1.365,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,79.53,7.94,7.41,3.37,1.2858297859878831,C,0.00016
Furniture,18.63,6.08,10,False,Road,179,Mushroom Pkg (Mycelium),9.45,1.667,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,72.32,87.13,10.02,2.79,10.434729497531986,A,0.030385
Beauty,0.97,0.26,3,True,Air,1995,PLA Bioplastic,0.99,4.838,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,52.39,13.64,27.1,49.94,0.6039852175651211,D,0.00128
Clothing,1.86,3.7,4,True,Road,331,Kraft Paper Mailer,2.28,0.612,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,80.79,13.05,10.31,31.48,1.5189135287183777,B,0.0185
Electronics,0.34,0.0,8,True,Air,1720,Mushroom Pkg (Mycelium),1.74,1.462,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,78.74,6.28,7.69,4.15,0.9799738647628264,C,0.0
Clothing,1.01,1.36,4,False,Air,1029,Kraft Paper Mailer,1.34,3.499,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,60.15,7.91,21.38,31.48,0.4439663029014825,D,0.00682
Furniture,49.83,270.69,8,False,Road,2900,Wood Crate,109.88,392.5,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,5.8,47.05,46.18,8.92,1.2226071627846002,C,1.353468
Beauty,0.81,0.18,4,True,Air,911,PLA Bioplastic,1.12,1.845,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,65.66,13.41,19.54,39.92,0.8235414112824252,D,0.000882
Furniture,15.02,4.3,9,False,Road,1297,Mushroom Pkg (Mycelium),7.81,9.74,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.65,76.41,14.6,3.08,6.280273542447016,A,0.021476
Furniture,14.02,40.09,5,False,Road,233,Wood Crate,17.04,4.67,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,64.74,27.81,17.29,13.44,1.930132913236963,B,0.200446
Electronics,0.17,0.0,6,True,Air,2456,Honeycomb Paper,1.27,1.044,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,82.3,1.5,8.34,15.9,0.2158273122509218,E,1.6e-05
Electronics,20.03,6.66,10,True,Road,181,Mushroom Pkg (Mycelium),10.01,1.813,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,71.31,88.45,10.38,3.37,10.225432540902451,A,0.0333
Furniture,18.59,5.58,10,False,Road,1307,Mushroom Pkg (Mycelium),9.44,12.149,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,56.42,87.03,15.77,2.79,6.622447265539173,A,0.027904
Clothing,1.65,4.02,2,True,Air,1862,Kraft Paper Mailer,2.01,18.713,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,28.14,7.78,38.55,52.56,0.2421789820446438,E,0.020124
Electronics,0.16,0.0,6,True,Air,2047,Honeycomb Paper,1.26,0.819,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,84.98,1.39,7.08,15.9,0.2355931870631091,E,2e-05
Furniture,17.43,4.74,10,False,Road,2131,Mushroom Pkg (Mycelium),8.97,18.572,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.38,85.87,17.59,2.79,5.858100860824283,A,0.023688
Electronics,0.3,0.0,6,True,Air,1640,Honeycomb Paper,1.32,1.23,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,79.39,3.02,9.71,15.9,0.3732234425104591,D,0.0
Home Decor,2.35,1.13,9,False,Air,931,Mushroom Pkg (Mycelium),2.74,5.47,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.96,33.7,16.3,3.08,2.4809814428845742,B,0.00567
Electronics,0.16,0.0,6,True,Air,1965,Honeycomb Paper,1.26,0.786,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,85.38,1.39,6.89,15.9,0.2420899503497894,E,0.0
Clothing,1.11,1.34,4,False,Air,1124,Kraft Paper Mailer,1.34,3.765,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,58.62,7.78,22.2,31.48,0.4205405215972738,D,0.006688
Beauty,0.36,0.04,8,True,Road,490,Mushroom Pkg (Mycelium),1.74,0.088,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.41,6.69,0.58,4.15,13.841355445938886,A,0.00018
Electronics,0.26,0.0,6,True,Air,1880,Honeycomb Paper,1.3,1.222,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,79.76,2.57,9.54,15.9,0.3232704063657855,E,0.0
Electronics,1.81,0.13,9,True,Air,2978,Mushroom Pkg (Mycelium),2.52,13.475,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,36.87,28.11,22.84,3.72,1.4768825973343869,B,0.000651
Electronics,0.12,0.0,5,True,Air,2035,Honeycomb Paper,1.05,0.611,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,88.08,0.87,5.62,18.57,0.1857650915008733,E,0.0
Furniture,13.07,38.06,6,False,Road,2463,Wood Crate,16.42,46.871,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.41,33.0,30.19,11.5,1.311692570000246,C,0.19032
Furniture,14.97,4.71,9,False,Road,790,Mushroom Pkg (Mycelium),7.79,5.913,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,64.95,76.36,12.68,3.08,7.226497852799854,A,0.023544
Electronics,15.58,9.0,10,True,Road,1326,Mushroom Pkg (Mycelium),8.23,10.33,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,58.86,83.64,14.89,3.37,6.740630843476773,A,0.045
Clothing,0.86,1.32,5,False,Road,264,Kraft Paper Mailer,1.53,0.174,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,89.27,8.44,5.76,26.22,1.7583330280671827,B,0.0066
Furniture,49.87,253.98,6,False,Road,1451,Wood Crate,102.79,184.262,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,17.07,35.22,40.66,11.5,1.039449064450343,C,1.2699
Beauty,0.93,0.22,4,True,Air,2389,PLA Bioplastic,1.17,5.554,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,50.49,14.81,28.18,39.92,0.6306600202036898,D,0.00112
Home Decor,1.49,1.13,9,False,Air,2804,Mushroom Pkg (Mycelium),2.4,10.445,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,42.41,24.21,20.84,3.08,1.3940498371377237,C,0.00567
Clothing,0.95,1.49,4,False,Road,441,Kraft Paper Mailer,1.4,0.329,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.48,8.32,6.72,31.48,1.4857140646258833,B,0.00744
Clothing,0.9,1.21,3,False,Road,209,Kraft Paper Mailer,1.08,0.126,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,89.33,6.43,5.72,39.39,1.348950813120487,C,0.006048
Clothing,1.84,4.32,3,True,Air,1505,Kraft Paper Mailer,2.33,16.254,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,30.78,11.09,37.14,39.39,0.3583198611114739,E,0.0216
Beauty,0.29,0.04,9,True,Road,565,Mushroom Pkg (Mycelium),1.92,0.082,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.66,5.37,0.48,3.72,13.42497203130827,A,0.00018
Clothing,0.87,1.21,3,False,Road,642,Kraft Paper Mailer,1.08,0.388,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.64,6.43,6.63,39.39,1.1638007294418204,C,0.006048
Clothing,1.36,3.85,2,True,Air,1097,Kraft Paper Mailer,1.94,10.559,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,40.02,7.72,32.18,52.56,0.2878806622784132,E,0.01924
Clothing,0.17,0.09,2,False,Air,2554,Kraft Paper Mailer,0.47,1.085,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.36,0.85,10.0,52.56,0.101999989800001,E,0.000456
Furniture,46.68,274.63,6,False,Road,2317,Wood Crate,111.05,318.159,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,9.02,35.26,44.6,11.5,0.9486995302982169,C,1.373152
Clothing,0.94,1.41,4,False,Air,2253,Kraft Paper Mailer,1.36,7.942,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,46.37,8.09,28.77,31.48,0.3374348162170728,E,0.00704
Electronics,0.31,0.02,7,True,Air,1461,Honeycomb Paper,1.52,1.132,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,80.28,3.19,9.29,13.9,0.4120559298109871,D,9.8e-05
Furniture,12.47,30.8,6,False,Road,323,Wood Crate,13.52,4.974,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,64.98,32.42,17.17,11.5,2.265812331635857,B,0.15399
Home Decor,1.31,1.13,9,False,Air,2634,Mushroom Pkg (Mycelium),2.32,8.626,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.48,21.95,19.37,3.08,1.3598347258732717,C,0.00567
Clothing,0.27,0.09,2,False,Road,71,Kraft Paper Mailer,0.51,0.01,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.67,1.56,1.79,52.56,1.0458094716148203,C,0.000468
Electronics,2.1,0.1,7,True,Air,2458,Honeycomb Paper,2.24,12.905,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,35.81,17.13,30.24,13.9,0.6797618822830065,D,0.000486
Electronics,2.41,0.19,8,True,Air,2545,Mushroom Pkg (Mycelium),2.56,15.334,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,33.92,32.86,23.91,4.15,1.6491843726815405,B,0.000972
Electronics,0.2,0.01,4,True,Air,1623,Corrugated Cardboard,0.88,0.812,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,84.15,0.62,8.15,3.99,0.0912883323572598,E,2.5e-05
Furniture,73.24,286.26,6,False,Road,658,Wood Crate,115.7,94.18,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,25.59,35.27,36.48,11.5,1.160197336617398,C,1.431298
Electronics,15.96,7.72,10,True,Road,1161,Mushroom Pkg (Mycelium),8.38,9.265,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,60.01,84.15,14.47,3.37,6.97857588261397,A,0.03861
Clothing,1.33,3.26,2,True,Air,2485,Kraft Paper Mailer,1.7,20.253,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,26.83,7.43,39.25,52.56,0.2271592298812935,E,0.016317
Clothing,1.52,3.33,3,True,Air,1136,Kraft Paper Mailer,1.93,9.457,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,41.8,10.27,31.22,39.39,0.3947469444347551,D,0.01665
Furniture,63.52,295.63,6,False,Road,2107,Wood Crate,119.45,311.446,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,9.1,35.28,44.56,11.5,0.950089745285239,C,1.47815
